1763239,22
5426996,29
8674436,20
2755404,37
2381493,66
1032030,20
2392344,28
828938,1324
4722505,970
7644508,174
4996339,21
8535814,39
2292037,48
6858557,24
5905182,21
1826263,42
3297067,30
2401766,46
2177371,28
5956893,25
3855072,22
7642230,20
4371406,26
1198957,28
6121696,45
7910796,28
5823631,22
5481110,32
6775643,27
7432885,34
7416910,22
8439731,22
8175996,27
8099322,24
2324134,20
2727401,20
2526224,22
2289146,24
1121272,26
213758,21
6748980,5176
278991,24
3262160,59
1834549,20
5809308,34
3528530,32
2594534,22
7698452,46
9650041,20
2736749,25
3670342,22
4380601,94
9454800,32
943595,72
626831,98
9573000,81
1545602,22
1962139,22
8746408,46
9455416,57
1980666,29
3551627,27
3742626,25
3405209,28
8115302,29
1808255,124
9501756,40
7281055,24
8346682,20
4544598,51
8577951,21
9567106,20
5176885,33
2461755,45
6829755,39
6844070,53
129942,26
2234474,24
5454193,27
7282909,32
8673349,36
4122331,26
9481166,21
110782,24
3698657,28
7615834,48
1965787,48
8788831,40
6790148,70
3316344,23
1450094,33
3500455,52
491224,27
9245658,49
4032541,48
4245112,663
6015939,38
8110251,27
3819642,24
9542749,55
8368019,20
4414538,55
1061439,69
2554959,21
2524927,45
9497654,39
2208422,21
7143037,23
2851596,35
9333652,29
3491453,43
6802806,45
1811953,33
2883993,22
7903995,27
5842372,26
3009869,22
6503218,88
5280064,33
895888,23
5250135,20
1408297,22
2873737,21
9053425,22
3384157,25
2377820,790
5435103,23
3393193,24
6567894,51
9449920,27
934329,20
4594243,21
3050477,959
2924346,5092
1726349,38
718641,232
1617750,66
6901237,23
8755804,56
7638203,21
8080727,23
3235375,29
883431,22
8597874,24
6678069,26
8552310,20
7230607,30
8886624,800
9566636,28
7270351,24
7389623,104
7866544,52
6431579,25
2344331,33
7779364,50
7187770,26
5471623,24308
4807571,21
7971195,20
4516966,20
2198345,22
6679353,65
8792861,23
2210948,28
2203685,23
8039102,28
9272061,43
624117,28
7731414,55
2289968,25
7651855,30
3273142,23
7004656,38
1747811,20
2500314,20
8599771,21
7369977,20
8150786,25
3010495,35
5255164,25
3671826,27
1968191,26
3132378,41
3866017,24
8771246,25
1454414,21
2674453,14020
8319993,72
3416438,42
6987909,42
1452017,27
7311197,54
8371730,28
7272380,38
8547102,166
4247347,21
5229165,40
3719696,33
786953,29
4725283,20
3823525,29
650927,30
3016427,24
2939649,59
8022343,33
6742604,23
1544826,29
1299597,25
8878971,118
6691184,25
4969545,24
7721575,4308
5002730,118
4845113,32
3758774,90
2416330,34
5519169,23
3970731,162
7796378,32
8075310,41
8283460,24
2733378,101
6312310,20
7113679,38
4989925,43
2534660,23
9201372,40
8620388,23
8459854,29
6832417,22
5563154,24
6416570,72
9336148,48
3429220,33
8155715,23
8477174,56
6329556,20
2458568,60
2845348,22
733032,37
3384899,26
3670831,39
2652796,20
1688710,28
5580602,106
1392739,25
3274840,20
3701133,201
4193543,65
2062230,34
7606835,22
6575368,34
3396815,26
2177523,21
3636663,23
7423967,28
3192896,31
1480047,29
9445146,28
5646886,37
5287483,22
985732,20
4071387,28
1373354,23
2621075,20
3223671,21
3415331,23
6252420,23
4499372,25
4728634,26
1821745,92
9640736,22
2490988,21
7635474,32
4138529,22
8032602,28
7079366,50
5492289,103
6341062,32
8768184,39
3546339,43
8210910,21
6023080,30
3291477,22
678220,21
9527070,25
2030621,42
1716326,7810
5310852,26
7579282,28
3247432,32
6779430,28
6739395,20
2556006,22
6044220,22
4621272,20
3701333,27
3810428,21
6598732,33
1912210,30
3109758,20
617880,25
7340140,40
6446954,86
8390426,544
2573971,21
2843855,21
4836247,22
2100185,28
8765340,91
8952872,22
1889958,21
6898001,79
6890806,23
5879825,38
2647142,39
765441,20
683911,20
3286184,46
414604,33
2044452,28
6009842,1236
8250343,24
9158772,25
7710509,21
8250284,36
2582840,28
5495380,20
3283433,27
1861764,20
4348412,26
7886778,22
3179739,21
1455137,30
7841308,28
7783661,42
2371868,93
5272792,24
3302831,22
6086279,22
1720778,88
8656694,27
8347496,33
1046106,27
9650252,23
2313625,35
2422925,67
9309513,36
4601262,28
9132980,26
9456790,23
7269348,30
6407957,26
783567,21
6896860,75
2023132,26
7765362,21
1648023,30
6788094,26
8590705,31
4436517,20
6930085,23
8519298,32
551755,497
1585831,24
7832500,22
3906686,21
3222792,21
2628678,26
8526834,25
8681441,22
5786128,21
6038469,21
4973583,21
3499202,25
3776751,25
8014048,20
2188903,37
5309537,30
3619218,30
2030042,24
5365945,90
3047707,28
8228218,110
7496239,57
5165137,45
5729513,25
5889405,22
4880751,21
7710891,21
5835415,20
4997801,22
8646728,34
5261266,29
8990706,24
7324004,20
5128398,26
5202355,34
586672,27
9578418,37
9495532,25
7127505,20
5563909,28
7752436,43
1683730,30
1660959,22
4948553,20
3909582,28
8012671,35
4231333,30
6211269,25
8423866,21
2817456,47
4230530,20
122498,36
6231859,24
2732848,25
2318206,23
6140177,23
4261624,35
6779578,21
1423917,22
691211,21
4530769,25
7582137,33
9551860,479
4529152,31
4528597,37
8039398,39
7231745,113
2592184,27
2403305,20
4043243,48
6842758,26
3964974,33
7025391,40
8207164,82
7759366,300
4429620,3705
2855075,57
6879493,94
3398921,24
6049010,28
7954079,28
2327554,23
4594052,20
1221408,22
2858499,20
2158514,24
7126125,42
8409749,21
2540396,21
9119251,38
6850667,20
6925490,36
5501964,33
5754881,25
7127489,35
3742028,29
1532963,20
5799290,31
3056216,30
8434196,27
7328874,20
8274263,31
7938189,20
5011786,24
5842945,35
824282,95
9337301,38
